text,keyword
"나는 한 복스에 아무것도 없는 것과 마주 앉아서 잘 끓은 커피를 마 셨다. 총총한 가운데 여객들
은 그래도 한 잔 커피가 즐거운가 보다. 얼 덤벙덤벙 아내 방을 디디고. 그리고 내 방으로 가서 
쭉 빠진 옷을 활활 벗어버리고 이불을 뒤썼다. 덜덜덜덜 떨린다. 오한이 점점 더 심해 들 어온다. 
여전 땅이 꺼져들어가는 것만 같았다. 나는 그만 의식을 잃어 버리고 말았다.
",애잔
"이튿날 내가 눈을 떴을 때 아내는 내 머리맡에 앉아서 제법 근심스러 운 얼굴이다. 나는 감기가 
들었다, 여전히 으시시 춥고. 또 골치가 아 프고 입에 군침이 도는 것이 씁쓸하면서 다리 팔이 척 
늘어져서 노곤하 다.
",애잔
"아내는 내 머리를 쓱 짚어보더니 약을 먹어야지 한다. 아내 손이 이 마에 선뜩한 것을 보면 신열
이 어지간한 모양인데 약을 먹는다면 해열 제를 먹어야지 하고 속 생각을 하자니까 아내는 따뜻
한 물에 하얀 정제 약 네 개를 준다. 이것을 먹고 한잠 푹 자고 나면 괜찮다는 것이다. 나 는 널
름 받아먹었다. 쌉싸름한 것이 짐작 같아서는 아마 아스피린인가 싶다. 나는 다시 이불을 쓰고 단
번에 그냥 죽은 것처럼 잠이 들어버렸 다.
",잔잔
"나는 콧물을 흘쩍훌쩍하면서 여러 날을 땋았다. 밞는 동안에 끊이지 않고 그 정제약을 먹었다. 그
러는 동안에 감기도 나았다. 그러나 입맛 은 여전히 소태처럼 썼다.
나는 차츰 또 외출하고 싶은 생각이 났다. 그러나 아내는 나더러 외 출하지 말라고 이르는 것이
다. 이 약을 날마다 먹고 그리고 가만히 누 워 있으라는 것이다. 공연히 외출을 하다가 이렇게 감
기가 들어서 저를 고생을 시키는 게 아니냔다. 그도 그렇다. 그럼 외출을 하지 않겠다고 맹세하고 
그 약을 연복하여 몸을 좀 보해보리라고 나는 생각하였다.
나는 날마다 이불을 뒤집어쓰고 밤이나 낮이나 잤다, 유난스럽게 밤 이나 낮이나 졸려서 견딜 수
가 없는 것이다. 나는 이렇게 잠이 자꾸만 오는 것은 내가 횔씬 몸이 튼튼해진 증거라고 굳게 믿
었다.
",고요
"나는 아마 한 달이나 이렇게 지냈나 보다. 내 머리와 수염이 너무 자 라서 후틋해서 견딜 수가 
없어서 내 거울을 좀 보리라고 아내가 외출한 틈을 타서 나는 아내 방으로 가서 아내의 화장대 
앞에 안아보았다. 상 당하다. 수염과 머리가 참 산란하였다. 오늘은 이발을 좀 하리라고 생 각하
고 겸사겸사 그 화장품 병들 마개를 뽑고 이것저것 맡아보았다. 한 동안 잊어버렸던 향기 가운데
서는 몸이 배배꼬일 것 같은 체취가 전해 나왔다. 나는 아내의 이름을 속으로만 한번 불러보았다. 
""연심이 하고......
",잔잔
"오래간 만에 돋보기 장난도 하였다. 거울 장난도 하였다.창에 든 볕 이 여간 따뜻한 것이 아니었
다. 생각하면 5월이 아니냐.
나는 커다랗게 기지개를 한번 펴보고 아내 베개를 내려 베고 벌떡 자 빠져서는 이렇게도 핀안하
고 즐거운 세월을 하느님께 흠씬 자랑하여 주고 싶었다. 나는 참 세상의 아무것과도 교섭을 가지
지 않는다. 하느 님도 아마 나를 칭찬할 수도 처벌할 수도 없는 것 같다.
",동심
"그러나. 다음 순간 실로 세상에도 이상스러운 것이 눈에 띄었다. 그 것은 최면약 아달린 갑이었
다. 나는 그것을 아내의 화장대 밑에서 발견 하고 이것이 홉사 아스피린처럼 생겼다고 느꼈다. 나
는 그것을 열어보 았다. 똑 네 개가 비었다.
나는 오늘 아침에 네 개의 아스피린을 먹은 것을 기억하고 있었다.
",심각
"나는 잤다. 어제도 그제도 그그제도 나는 졸려서 견딜 수가 없었 다. 나는 감기가 다 나았는데도 
아내는 내게 아스피린을 주었다. 내가 잠이 든 동안에 이웃에 불이 난 일이 있다. 그때에도 나는 
자느라고 몰 랐다. 이렇게 나는 잤다. 나는 아스피린으로 알고 그럼 한 달 동안을 두고 아달린을 
먹어온 것이다. 이것은 좀 너무 심하다, 별안간 아뜩하더니 하마터면 나는 까무러칠 뻔하였다.
",좌절
"나는 그 아달 린을 주머니에 넣고 집을 나섰다. 그리고 산을 찾아 올라갔다. 인간세 상에 아무것도 
보기가 싫었던 것이다. 걸으면서 나는 아무쪼록 아내에 관계되는 일은 생각하지 않도록 노력하였
다. 길에서 까무러치기 쉬우 니까다.나는 어디라도 양지가 바른 자리를 하나 골라 자리를 잡아가
지 고 서서히 아내에 관하여서 연구할 작정이었다. 나는 길가에 돌장판, 구경도 못한 진개나리꽃, 
종달새. 돌맹이도 새끼를 까는 이야기, 이런 것만 생각하였다. 다행히 길가에서 나는 졸도하지 않
았다. 거기에는 벤치가 있었다. 나는 거기 정좌하고 그리고 그 아스피린과 아달린에 관하여 연구하였다. 
",우울
"그러나 머리가 도무지 혼란하여 생각이 체계를 이루지 않는다. 단 오 분이 못 가서 나는 그만 귀
찮은 생각이 버 썩 들면서 심술이 났다. 나는 주머니에서 가지고 온 아달린을 꺼내 남 은 여섯 
개를 한꺼번에 질겅질겅 씹어 먹어버렸다. 맛이 익살맞다. 그 리고 나서 나는 그 벤치 위에 가로 
기다랗게 누웠다. 무슨 생각으로 내 가 그따위 짓을 했나 ? 알 수가 없다. 그저 그러고 싶었다. 
나는 게서 그냥 깊이 잠이 들었다. 잠결에도 바위 틈을 흐르는 물소리가 졸졸 하 고 귀에 언제까
지나 어렴풋이 들려왔다.
",우울
"내가 잠을 깨었을 때는 날이 환히 밝은 뒤다. 나는 거기서 일 주야를 잔 것이다. 풍경이 그냥 노오랗게 보인다. 그 속에서도 나는 번개처럼 아스피린과 아달린이 생각났다.
아스피린, 아달린, 아스피린, 아달린, 마르크스. 말사스. 마도로스, 아스피린, 아달린......
아내는 한 달 동안 아달린을 아스피린이라고 속이고 내게 먹였다. 그 것은 아내 방에서 이 아달린 갑이 발견된 것으로 미루어 증거가 너무나 확실하였다.
무슨 목적으로 아내는 나를 밤이나 낮이나 재뒀어야 됐나 ? 나를 밤 이나 낮이나 재워놓고 그리
고 아내는 내가 자는 동안에 무슨 짓을 했 나 ?
나를 조금씩 조금씩 죽이려던 것일까 ?
",우울
"그러나 또 생각오지 않아서 정작 아내가 아달린을 사용한 것이나 아닌지. 그렇다면 나 는 참 미
안하다. 나는 아내에게 이렇게 큰 의흑을 가졌다는 것이 참 안 됐다.
나는 그래서 부리나케 거기서 내려왔다. 아랫도리가 헤쫴 내어저이 면서 어찔어쩔한 것을 나는 
겨우 집을 향하여 걸었다. 여덟 시 가까이 였다.
나는 내 잘못 든 생각을 죄다 일러바치고 아내에게 사죄하려는 것이 다. 나는 너무 급해서 그만 또 말을 잊어버렸다.
",애잔
"그랬더니 이건 참 너무 큰일났다. 나는 내 눈으로는 절대로 보아서 안 될 것을 그만 딱 보아버리
고 만 것이다. 나는 얼떨결에 그만 냉큼 미 닫이를 닫고 그리고 현기증이 나는 것을 진정시키느
라고 잠깐 고개를 숙이고 눈을 감고 기둥을 짚고 섰자니까 일 초 여유도 없이 핵 미닫이 가 다시 
열리더니 매무새를 풀어헤친 아내가 불쑥 나오면서 내 멱살을 잡는 것이다. 나는 그만 어지러워
서 게가 그냥 나등그러졌다. 그랬더 니 아내는 넘어진 내 위에 덮치면서 내 살을 함부로 물어뜯는 것이다.
아파 죽겠다. 나는 사실 반항할 의사도 힘도 없어서 그냥 넙죽 엎디어 있으면서 어떻게 되나 보
고 있자니까 뒤이어 남자가 나오는 것 같더니 아내를 한아름에 덤썩 안아가지고 방으로 들어가는 
것이다. 아내는 아 무 말없이 다소곳이 그렇게 안겨 들어가는 것이 내 눈에 여간 미운 것 이 아니다. 밉다.
아내는 너 밤 새가면서 도둑질하러 다니느냐, 계집질하러 다니느냐 고 발악이다. 이것은 참 너무 
억울하다. 나는 어안이 벙벙하여 도무지 입이 떨어지지를 않았다.
",좌절
"너는 그야말로 나를 살해하려던 것이 아니냐고 소리를 한번 떽 질러 보고도 싶었으나 그런 긴가
민가한 소리를 섣불리 입밖에 내었다가는 무슨 화를 볼는지 알 수 있나. 차라리 억울하지만 잠자
코 있는 것이 우 선 상책인 듯싶은 생각이 들길래 나는 이것은 또 무슨 생각으로 그랬는 지 모르
지만 툭툭 털고 일어나서 내 바지 포켓 속에 남은 몇 원 몇 십 전을 가만히 꺼내서는 몰래 미닫
이를 열고 살며시 문지방 밑에다 놓고 나서는 나는 그냥 줄달음박질을 쳐서 나와버렸다.
",쓸쓸
"여러 번 자동차에 치일 뻔하면서 나는 그래도 경성역을 찾아갔다. 빈 자리와 마주앉아서 이 쓰디
쓴 입맛을 거두기 위하여 무엇으로나 입가 심을 하고 싶었다.
커피 ! 좋다. 그러나 경성역 흘에 한 걸음을 들여놓았을 때 나는 내 주머니에는 돈이 한 푼도 없
는 것을 그것을 깜박 잊었던 것을 깨달았 다. 또 아뜩하였다. 나는 어디서나 그저 맥없이 머뭇머
뭇하면서 어쩔 줄을 모를 뿐이었다. 얼빠진 사람처럼 그저 이리 갔다 저리 갔다 하면 서......
",애잔
"나는 어디로 어디로 디럽다 쏘다녔는지 하나도 모른다. 다만 몇 시간 후에 내가 미쓰꼬시 옥상에 
있는 것을 깨달았을 때는 거의 대낮이었다.
나는 거기 아무데나 주저앉아서 내 자라온 스물여섯 해를 회고하여 보았다. 몽롱한 기억 속에서
는 이렇다는 아무 제목도 불거져 나오지 않 았다.
나는 또 내 자신에게 물어보았다. 너는 인생에 무슨 욕심이 있느냐 고. 그러나 있다고도 없다고
도. 그런 대답은 하기가 싫었다, 나는 거의 나 자신의 존재를 인식하기조차도 어려왔다
허리를 굽혀서 나는 그저 금붕어나 들여다보고 있었다. 금붕어는 참 잘들 생겼다.작은 놈은 작은 
놈대로 큰 놈은 큰 놈대로 tL싱싱하 니 보기 좋았다. 내 려비치는 5월 햇살에 금붕어들은 그릇 
바탕에 그림 자를 내려뜨렸다. 지느러미는 하늘하늘 손수건을 흔드는 흉내를 낸다.
나는 이 지느러미 수효를 헤어보기도 하면서 굽힌 허리를 좀처럼 펴지 않았다. 등어리가 따뜻하
다. 나는 또 오탁의 거리를 내려다보았다. 거기서는 피곤한 생활이 똑 금 붕어 지느러미처럼 흐늑흐
늑 허비적거 렸다. 눈에 보이지 않는 끈적끈 적한 줄에 엉켜서 혜어나지들을 못한다. 나는 피로와 
공복 때문에 무너 져 들어가는 몸뚱이를 끌고 그 오탁의 거리 속으로 섞여 들어가지 않을 수도 
없다 생각하였다.",쓸쓸
"나서서 나는 또 문득 생각하여 보았다. 이 발길이 지금 어디로 향하 여 가는 것인가를......
그때 내 눈앞에는 아내의 모가지가 벼락처럼 내 려 떨어졌다. 아스피린과 아달린.
우리들은 서로 오해하고 있느니라. 설마 아내가 아스피린 대신에 아달린의 정량을 나에게 먹여
왔을까 ? 나는 그것을 믿을 수는 없다. 아내 가 대체 그럴 까닭이 없을 것이니, 그러면 나는 날밤
을 새면서 도둑질 을 계집질을 하였나 ? 정말이지 아니다
우리 부부는 숙명적으로 발이 맞지 않는 절름발이인 것이다. 내나 아 내나 제 거동에 로직을 붙일 필요는 없다. 변해할 필요도 없다.
사실은 사실대로 오해는 오해대로 그저 끝없이 발을 절뚝거리면서 세 상을 걸어가면 되는 것이
다. 그렇지 않을까 ?
그러나 나는 이 발길이 아내에게로 돌아가야 옳은가 이것만은 분간 하기가 좀 어려웠다. 가야 하나? 그럼 어디로 가나? 이때 뚜우 하고 정오 사이렌이 울었다. 사람들은 모두 네 활개를 펴고 닭처럼 푸드덕거리는 것 같고 온갖 유리와 강철과 대리석과 지폐와 잉크가 부글부글 끓고 수선을 떨고 하는 것 같은 찰나. 그야말로 현란을 극한 정오다.
",초조
"나는 불현듯 겨드랑이가 가렵다. 아하, 그것은 내 인공의 날개가 돋 았던 자국이다. 오늘은 없는 
이 날배, 머리 속에서는 희망과 야심의 말 소된 페이지가 딕셔너리 넘어가듯 번뜩였다.
나는 걷던 걸음을 멈추고 그리고 어디 한번 이렇게 외쳐보고 싶었다.
날개야 다시 돋아라.
날자. 날자. 날자. 한번만 더 날자구나.
한번만 더 날아보자구나.
",쓸쓸
"*       메밀꽃 필 무렵

여름 장이란 애시당초에 글러서 해는 아직 중천에 있건만. 장판은 벌 써 쓸쓸하고 더운 햇발이 
벌려 놓은 전 휘장 밑으로 등줄기를 훅훅 볶 는다. 마을 사람들은 거의 돌아간 뒤요, 팔리지 못한 
나무꾼패가 길거 리에 궁싯거리고들 있으나 석유병이나 받고 고깃마리나 사면 족할 이 축들을 바
라고 언제까지든지 버티고 있을 법은 없다. 칩칩스럽게 날아 드는 파리떼도 장난꾼 각다귀들도 
귀찮다. 얼금뱅이요 왼손잡이인 드 팀전의 허생원은 기어이 동업의 조선달을 나꾸어 보았다.
""그만 겁둘까 ? ""
""잘 생각했네. 봉평 장에서 한번이나 흐뭇하게 사본 일 있었을까. 내 일 대화 장에서나 한몫 벌어야겠네.""
""오늘밤은 밤을 새서 걸어야 될걸.""
""달이 뜨렷다.""
절렁절렁 소리를 내며 조선달이 그날 번 돈을 따지는 것을 보고, 허 생원은 말뚝에서 넓은 휘장
을 걷고 벌려 놓았던 물건을 거두기 시작하 였다. 무명 필과 주단 바리가 두 고리짝에 꼭 찼다. 
멍석 위에는 천 조 각이 어수선하게 남았다.
",일상
"다른 축들도 벌써 거의 전들을 걷고 있었다. 약빠르게 떠나는 패도 있었다. 어물장수도 땜장이도 
엿장수도 생강장수도 꼴들이 보이지 않 았다. 내일은 진부와 대화에 장이 선다. 축들은 그 어느쪽
으로든지 밤 을 새며 육칠십 리 밤길을 타박거리지 않으면 안 된다. 장판은 잔치 뒤 마당같이 어
수선하게 벌어지고 술집에서는 싸움이 터져 있었다. 주정 꾼 욕지거리에 섞여 계집의 앙칼진 목
소리가 찢어졌다. 장날 저녁은 정 해 놓고 계집의 고함 소리로 시작되는 것이다.
",일상
"""생원,시침을 떼두 다 아네. 층줏집 말야.""
계집 목소리로 문득 생각난 듯이 조선달은 비죽이 웃는다.
""화중지병이지. 연소패들을 적수로 하구야 대거리가 돼야 말이지."" ""그떻지두 않을 걸. 축들이 사족
을 못 쓰는 것두 사실은 사실이나, 아무리 그떻다고 해두 왜 그 동이 말일세. 감쪽같이 층줏집을 후린 눈치거든.""
""무어 그 애숭이가 ? 물건 가지고 낚았나부지. 착실한 녀석인 줄 알 았더니.""
""그 길만은 알 수 있나...... 궁리 말구 가보세나그려. 내 한턱 씀세. "" 그다지 마음이 당기지 않는 
것을 쫓아갔다. 허생원은 계집과는 연분 이 멀었다. 얼금뱅이 상판을 쳐들고 대어설 숫기도 없었
으나, 계집 펀 에서 정을 보낸 적도 없었고, 쓸쓸하고 뒤틀린 반생이었다. 층줏집을 생각만 하여
도 철없이 얼굴이 붉어지고 발밑이 떨리고 그 자리에 소스 라쳐 버린다. 층줏집 문을 들어서 술
좌석에서 짜장 동이를 만났을 때에 는 어찌된 서슬엔지 발끈 화가 나 버렸다. 상위에 붉은 얼굴
을 쳐들고 제법 계집과 농탕치는 것을 보고서야 견딜 수 없었던 것이다. 녀석이 제법 난질꾼인데 
꼴 사납다. 머리에 피도 안 마른 녀석이 낮부터 술 처 먹고 계집과 농탕이야. 장돌뱅이 망신만 시
키고 돌아다니누나. 그 꼴 이 우리들과 한몫 보자는 셈이지. 동이 앞에 막아서면서부터 책망이었 
다. 걱정두 팔자요 하는 듯이 빤히 쳐다보는 상기된 눈망울에 부딪칠 때 결김에 따귀를 하나 갈
겨주지 않고는 배길 수 없었다. 동이도 화를 쓰고 팩하제 일어서기는 하였으나, 허생원은 조금도 
동색하는 법없이 마음먹은 대로는 다 지껄였=-어디서 주워먹은 선머슴인지는 모르 겠으나, 네게
도 아비 어미 있겠지. 그 사나운 꼴 보면 맘 좋겠다. 장사 란 탐탁하게 해야 되지. 계집이 다 무
어야. 나가거라 냉큼 꼴 치워.
",아련
"그러나 한마디도 대거리하지 않고 하염없이 나가는 꼴을 보려니 도 리어 측은히 여겨졌다. 아직도 서름서름한 사인데 너무 과하지 않았을 까 하고 마음이 섬껏해졌다. 주제도 넘지, 같은 술 손님이면서도 아무 리 젊다고 자식 낫세 되는 것을 붙들고 치고 닦아 세울 것은 무어야 원.
층줏집은 입술을 쫑긋하고 술 붓는 솜씨도 거칠었으나, 젊은애들한테 는 그것이 약이 된다고 하
고 그 자리는 조선달이 얼버무려 넘겼다. 너 녀석한테 반했지 ? 애숭이를 빨면 죄된다. 한참 법석
을 친 후이다. 담 도 생긴 데다가 웬일인지 흠뻑 취해 보고 싶은 생각도 있어서 허생원은 주는 
술잔이면 거의 다 들이켰다. 거나해짐을 따라 계집의 생각보다도 동이의 뒷일이 한결같이 궁금해
졌다. 내 꼴에 계집을 가로채서는 어떻 할 작정이었누, 하고 어리석은 꼬락서니를 모질게 책망하
는 마음도 한 편에 있었다. 그렇기 때문에. 얼마나 지난 뒤인지 동이가 헐레벌떡거 리며 황급히 
부르러 왔을 때에는. 마시던 잔을 그 자리에 던지고 정신 없이 허덕이며 충줏집을 뛰어나간 것이었다.
",아련
"""생원 당나귀가 바를 끊구 야단이에요.""
""각다귀들 장난이지 필연코.""
짐승도 짐승이려니와 동이의 마음씨가 가슴을 울렸다. 뒤를 따라 장 판을 달음질하려니 거슴츠레
한 눈이 뜨거워질 것 같으다.
""부락스런 녀석들이라 어쩌는 수 있어야죠.""
""나귀를 몹시 구는 녀석들은 그냥 두지 않을걸.""
반평생을 같이 지내온 짐승이었다. 같은 주막에서 잠자고 달빛에 젖 으면서 장에서 장으로 걸어
다니는 동안에 이십 년의 세월이 사람과 짐 승을 함께 늙게 하였다. 가스러진 목뒤 털은 주인의 
머리털과도 같이 바스러지고, 개진개진 젖은 눈은 주인의 눈과 같이 눈곱을 흘렸다. 몽 당비처럼 
짧게 슬리운 꼬리는 파리를 쫓으려고 기껏 휘저어 보아야 벌 써 다리까지는 닿지 않았다. 닳아 
없어진 굽을 몇 번이나 도려내고 새 철을 신겼는지 모른다. 굽은 벌써 더 자라나기는 틀렸고 닳
아버린 철 사이로는 피가 빼짓이 흘렀다. 냄새만 맡고도 주인을 분간하였다. 호 소하는 목소리로 
야단스럽게 울며 반겨한다.
",순수
"어린아이를 달래듯이 목덜미를 어루만져 주니 나귀는 코를 벌름거리 고 입을 투르르거렸다. 콧물
이 뤼었다. 허생원은 짐승 때문에 속도 무 던히는 썩였다. 아이들의 장난이 심한 눈치여서, 땀배
인 몸뚱어리가 부들부들 떨리고 좀체 흥분이 식지 않는 모양이었다. 굴레가 벗어 지고 안장도 떨
어졌다. 요 몹쓸 자식들, 하고 허생원은 호령을 하였으나 패 들은 벌써 줄행랑을 논 뒤요. 몇 남
지 않은 아이들이 호령에 놀래 비슬 비슬 멀어졌다.
",애잔
"""우리들 장난이 아니우. 암놈을 보고 저 혼자 발광이지."" 코홀리개 한 녀석이 멀리서 소리를 쳤다.
""고 녀석 말투가.""
""김첨지 당나귀가 가버리니까 온통 흙을 차고 거품을 홀리면서 미친 소같이 날뛰는걸. 꼴이 우스
워 우리는 보고만 있었다우. 배를 좀 보 지.""
아이는 앵돌아진 투로 소리를 치며 깔깔 웃었다. 허생원은 모르는 결 에 낯이 뜨거워졌다. 뭇 시
선을 막으려고 그는 짐승의 배 앞을 가리워 서지 않으면 안 되었다.
""늙은 주제에 암샘을 내는 셈야, 저놈의 짐승이. ""
아이의 웃음 소리에 허생원은 주춤하면서 기어이 견딜 수 없어 채찍 을 들더니 아이를 쫓았다.
""쫓으려거든 쫓아보지. 왼손잡이가 사람을 때려.""
줄달음에 달아나는 각다귀에는 당하는 재주가 없었다. 왼손잡이는 아이 하나도 후릴 수 없다. 그
만 채찍을 던졌다. 술기도 돌아 몸이 유 난스럽게 화끈거렸다
""그만 떠나세. 녀석들과 어울리다가는 한이 없어. 장판의 각다귀들 이란 어른보다도 더 무서운 것들인 걸.""
조선달과 동이는 각각 제 나귀에 안장을 얹고 짐을 싣기 시작하였다.
해가 꽤 많이 기울어진 모양이었다.
",애잔
"드팀전 장돌이를 시작한 지 이십 년이나 되어도 허생원은 봉평장을 빼논 적은 드뭍었다. 층주. 제
천 등의 이웃 군에도 가고, 멀리 영남 지 방도 혜매이기는 하였으나, 강릉쯤에 물건하러 가는 외
에는 처음부터 끝까지 군내를 돌아다녔다. 닷새만큼씩의 장날에는 달보다도 확실하게 면에서 면
으로 건너간다. 고향이 청주라고 자랑삼아 말하였으나 고향에 돌보러 간 일도 있는 것 같지는 
않았다. 장에서 장으로 가는 길의 아 름다운 강산이 그대로 그에게는 그리운 고향이었다. 반날 동
안이나 뚜벅뚜벅 걷고 장터있는 마을에 거의 가까웠을 때, 지친 나귀가 한바탕 우렁차게 울면 
더구나 그것이 저녁녘이어서 등불들이 어둠 속에 깜박거릴 무렵이면, 늘 당하는 것이건만. 허생원은 변치 않고 언제든지 가슴이 뛰었다.
",순수
"젊은 시절에는 알뜰하게 벌어 돈푼이나 모아본 적도 있기는 있었으 나. 읍내에 백증이 열린 해 
호탕스럽게 놀고 투전을 하고 하여 사흘 동 안에 다 털어버렸다. 나귀까지 팔게 된 판이었으나, 
애끓는 정분에 그 것만은 이를 물고 단념하였다. 결국 도로아미타불로 장돌이를 다시 시 작할 수
밖에는 없었다. 짐승을 데리고 읍내를 도망해 나왔을 때에는 너 를 팔지 않기를 다행이었다고 길
가에서 울면서 짐승의 등을 어루만졌 던 것이다.
",쓸쓸
"빚을 지기 시작하니 재산을 모을 염은 당초에 틀리고 간신히 입에 풀 칠을 하러 장에서 장으로 돌아다니게 되었다.
호탕스럽게 놀았다고는 하여도 계집 하나 후려보지는 못하였다. 계 집이란 쌀쌀하고 매정한 것이
었다. 평생 인연이 없는 것이라고 신세가 서글퍼졌다. 일신에 가까운 것이라고는 언제나 변함없는 한 필의 당나귀였다.
그떻다고는 하여도 꼭 한번의 첫일을 잊을 수는 없었다. 뒤에도 처음 에도 없는 단 한번의 괴이
한 인연! 봉평에 다니기 시작한 젊은 시절의 일이었으나, 그것을 생각할 적만은 그도 산 보람을 느꼈다.
",아련
"""달밤이었으나 어떻게 해서 그렇게 됐는지 지금 생각해도 도무지 알 수 없어.""
허생원은 오늘밤도 또 그 이야기를 끄집어내 려는 것이다. 조선달은 친구가 된 이래 귀에 못이 
박히도록 들어왔다. 그렇다고 싫증을 낼 수 도 없었으나. 허생원은 시치미를 떼고 되풀이할 대로 되풀이하고야 말 았다.
""달밤에는 그런 이야기가 격에 맞거든.""
조선달 편을 바라는 보았으나 물론 미안해서가 아니라 달빛에 감동 하여서였다. 이지러는 졌으나 
보름을 갓 지난 달은 부드러운 빛을 흐뭇 이 흘리고 있다.
",잔잔
"대화까지는 팔십 리의 밤길, 고개를 둘이나 넘고 개울을 하나 건너고 벌판과 산길을 걸어야 된다. 
길은 지금 긴 산허리에 걸려 있다. 밤증을 지난 무렵인지 죽은 듯이 고요한 속에서 짐승같은 달
의 숨소리가 손에 잡힐 듯이 들리며, 콩포기와 옥수수 잎새가 한층 달에 푸르게 젖었다 산허리는 
온통 메밀밭이어서 피기 시작한 꽃이 소금을 뿌린 듯이 흐 뭇한 달빛에 숨이 막힐 지 경이다. 붉은 대궁이 향기같이 애잔하고 나귀 들의 걸음도 시원하다.
길이 좁은 까닭에 세 사람은 나귀를 타고 외줄로 늘어섰다. 방울소리 가 시원스럽게 딸랑딸랑 메밀밭께로 흘러간다.
앞장선 허생원의 이야기 소리는 꽁무니에 선 동이에게는 확실히는 안 들렸으나, 그는 그대로 개운한 제멋에 적적하지는 않았다.
",고요
"장 선 꼭 이런 날 밤이었네. 객줏집 토방이갇 무더워서 잠이 들어야 지. 밤증은 돼서 혼자 일어나 
개울가에 목욕하러 나갔지. 봉평은 지금 이나 그제나 마찬가지나. 보이는 곳마다 메밀밭이어서 개
울가가 어디 없이 하얀 꽃이야. 돌밭에 벗어도 좋을 것을 달이 너무도 밝은 까닭에 옷을 벗으러 
물방앗간으로 들어가지 않았나. 이상한 일도 많지. 거기 서 난데없는 성서방네 처녀와 마주쳤단 
말이야. 봉평서야 제일가는 일 색이었지 팔자에 있었나부지.""
아무렴 하고 응답하면서 말머리는 아끼는 듯이 한참이나 담배를 빨 뿐이었다. 구수한 자줏빛 연
기가 밤기운 속에 흘러서는 녹았다.
""날 기다린 것은 아니었으나, 그렇다고 달리 기다리는 놈팽이가 있 는 것두 아니었네. 처녀는 울
고 있단 말야. 짐작은 대고 있었으나. 성 서방네는 한창 어려워서 들고날 판인 때였지. 한 집안 
일이니 딸에겐들 걱정이 없을 리 있겠나 ? 좋은 데만 있으면 시집도 보내 련만 시집은 죽 어도 
싫다지 그러나 처녀란 울 때같이 정을 끄는 때가 있을까. 처 음에는 놀라기도 한 눈치였으나. 걱
정이 있을 때는 누그러지기도 쉬운 듯해서 이럭저럭 이야기가 되었는데 생각하면 무섭고도 기막
힌밤 이었어.
""제천인지로 줄행랑을 놓은 건 그 다음날이렷다.""
""다음 장도막에는 벌써 온 집안이 사라진 뒤였네. 장판은 소문에 발 끈 뒤집혀. 고작해야 술집에 
팔려가기가 상수라고 처녀의 뒷공론이 자 자들 하단 말이야. 제천 장판을 몇 번이나 뒤졌겠나, 하
나 처녀의 꼴은 꿩 궈먹은 자리야. 첫날밤이 마지막 밤이었지. 그때부터 봉평이 마음 에 든 것이 
반평생을 두고 다니게 되었네. 평생인들 잊을 수 있겠나."" ""수 좋았지. 그렇게 신통한 일이란 쉽지 
않어. 항용 못난 것 얻어 새 끼 낳고 걱정 늘고 생각만 해두 진저리나지 그러나 늘그막바지까 지 
장돌뱅이로 지내기도 힘드는 노릇 아닌가. 난 가을까지만 하구 이 생계와두 하직하려네. 대화쯤에 
조그만 전방이나 하나 벌이구 식구들 을 부르겠어. 사시 장천 뚜벅뚜벅 걷기란 여간이래야지."" ""
옛 처녀나 만나면 같이나 살까-난 거꾸러질 때까지 이 길 걷고 저 달 볼 테야.""
",아련
"산길을 벗어나니 큰 길로 퇴어졌다. 꽁무니의 동이도 앞으로 나서 나 귀들은 가로 늘어섰다.
""총각두 젊것다 지금이 한창 시절이렷다. 충줏집에서는 그만 실수를 해서 그 꼴이 되었으나 섧게 생각 말게.""
처, 천만에요. 되려 부끄러워요. 계집이란 지금 웬 제격인가요. 자 나 깨나 어머니 생각뿐인데요.""
허생원의 이야기로 실심해 한 끝이라 동이의 어조는 한풀 수그러진 것이었다.
""아비 어미란 말에 가슴이 터지는 것도 같았으나 제겐 아버지가 없어 요. 피붙이라고는 어머니 하나뿐인걸요.""
""돌아가셨나 ?
""당초부터 없어요.""
""그런 법이 세상에......""
생월과 선달이 야단스럽게 껄껄들 웃으니, 동이는 정색하고 우길 수 밖에는 없었다.
""부끄러워서 말하지 않으려 했으나 정말예요. 제천 촌에서 달도 차 지 않은 아이를 낳고 어머니
는 집을 쫓겨났죠. 우스운 이야기나. 그러 기 때문에 지금까지 아버지 얼굴도 본 적 없고, 있는 고장도 모르고 지 내와요.""
",슬픔
